10,111908000
500,7991700
800,135887900
2000,7993200
3000,15985100
4000,7992100
5000,7994600
8000,7991800
10000,7994700
11000,7991600
13000,7991500
15000,7992700
16000,31974600
17000,7994600
200,7992400
300,7993300
1000,7993900
6000,15986400
8000,7991700
12000,7988200
14000,82489000
15000,7994100
16000,7992700
20000,7994300
