10,14898400
300,993600
800,993700
1000,993500
2000,2493700
3000,994900
6000,993300
9000,992700
11000,2980500
13000,995100
14000,4402800
15000,1987300
16000,2978800
19000,994200
20000,993600
10,79934100
10000,7991800
