1000,207829600
4000,67028000
5000,7975200
7000,7992500
9000,2021400
10000,7995700
11000,39967500
19000,122453600
10,7993900
300,7994500
1000,7994500
4000,7991900
7000,7990700
8000,119898900
11000,7994600
12000,7992900
13000,15983900
14000,146941200
